anio,mes,hogar_id,persona_id,orden,sexo,edad,estado_civil,n_hijos,educacion,ocupacion,cond_actividad,estrato,personas_hogar,cuartos,tipo_vivienda,tenencia,agua_potable,internet,computador,movil,energia,afiliacion_salud,consultas_ano,salud_perc,actividad_fisica,dias_enfermo_30,tabaco,alcohol,felicidad,horas_semana,salario,remoto,sector,horas_internet_dia,uso_redes,compras_online,gasto_mensual,pobreza_percibida,satisfaccion_vivienda,transporte_publico,tiempo_transporte_min,region
2022,1,8121,96,3,Hombre,80.0,Soltero/a,0,Secundaria completa,Empleado,Ocupado,4,3,3,Casa,Propia,1,0.0,1,1,Red pública,Contributivo,3,3,1,0,1,0,9,46.0,1365399.0,0,Servicios,3.52,1,0,818974,1,2,0,7,Oriente
2023,2,4684,97,5,Hombre,26.0,Soltero/a,0,Secundaria completa,Desempleado,Desempleado,3,4,7,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,1,1,1,1,1,1,1,0.0,0.0,0,Industria,5.35,1,1,197289,1,2,0,21,Centro
2022,11,5487,98,1,Mujer,38.0,Casado/a,2,Técnica/Tecnológica,Empleado,Ocupado,5,5,5,Apartamento,Propia,1,1.0,1,0,Red pública,Otro,1,4,1,1,0,1,6,40.0,1397504.0,1,Servicios,6.17,1,0,817336,1,4,1,52,Oriente
2020,12,8690,99,7,Mujer,71.0,Soltero/a,0,Primaria completa,Estudiante,Inactivo,3,5,5,Casa,Familiar,1,1.0,0,1,Red pública,Contributivo,4,3,1,2,1,0,8,0.0,0.0,0,Comercio,1.82,0,1,279309,0,3,1,20,Bogotá
2020,3,3589,100,3,Hombre,46.0,Soltero/a,1,,Estudiante,Inactivo,2,1,5,Apartamento,Arrendada,1,1.0,0,1,Red pública,Subsidiado,1,2,0,1,0,0,4,0.0,0.0,0,Comercio,2.26,1,0,233789,0,4,1,17,Centro
2020,2,5701,101,7,Hombre,51.0,Unión libre,4,Universitaria,Empleado,Ocupado,5,6,5,Casa,Familiar,1,1.0,0,0,Red pública,Subsidiado,2,5,0,1,0,1,2,46.0,1816193.0,0,Servicios,2.96,1,0,835435,0,2,1,16,Pacífico
2023,8,9700,102,1,Hombre,28.0,Casado/a,0,Universitaria,Hogar,Ocupado,1,5,1,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,No afiliado,0,3,1,2,0,0,7,49.0,1861148.0,0,Comercio,1.43,1,0,975799,1,4,1,15,Bogotá
2021,6,8667,103,2,Mujer,15.0,Casado/a,0,Secundaria completa,Empleado,Ocupado,5,2,5,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,5,1,0,0,1,8,25.0,1266713.0,0,Servicios,2.13,1,0,623425,0,5,1,6,Pacífico
2023,7,7414,104,7,Mujer,48.0,Soltero/a,0,Secundaria completa,Cuenta propia,Ocupado,3,3,6,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,2,3,1,0,0,1,8,41.0,758201.0,0,Servicios,1.6,1,1,484305,0,2,0,43,Bogotá
2025,1,2463,105,2,Mujer,32.0,Soltero/a,2,Técnica/Tecnológica,Desempleado,Desempleado,2,5,3,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,2,4,1,3,0,0,1,0.0,0.0,0,Industria,3.62,1,0,341588,0,4,1,47,Caribe
2021,6,4110,106,6,Mujer,29.0,Casado/a,1,Primaria completa,Cuenta propia,Ocupado,2,3,2,Apartamento,Arrendada,0,0.0,0,1,Red pública,Subsidiado,2,5,1,1,0,0,1,43.0,459621.0,0,Servicios,3.33,1,1,409978,0,3,1,21,Antioquia
2022,2,2047,107,2,Mujer,26.0,Casado/a,1,Secundaria completa,Cuenta propia,Ocupado,3,1,5,Rural,Propia,1,1.0,0,1,Red pública,Contributivo,4,2,1,0,0,0,3,46.0,687977.0,1,Servicios,3.49,1,0,462994,1,3,1,29,Antioquia
2024,6,5871,108,4,Hombre,54.0,Soltero/a,0,Secundaria completa,Hogar,Ocupado,1,3,5,Apartamento,Propia,0,1.0,0,1,Red pública,Subsidiado,2,5,0,0,0,1,2,33.0,727103.0,0,Comercio,5.23,1,0,469641,1,1,0,7,Pacífico
2021,3,6289,109,2,Mujer,48.0,Soltero/a,2,Secundaria completa,Empleado,Ocupado,1,3,2,Casa,Arrendada,1,1.0,0,1,Red pública,Contributivo,1,5,0,1,1,1,3,42.0,1288597.0,0,Agricultura,0.0,0,0,797375,0,5,1,19,Bogotá
2020,7,5435,110,2,Mujer,73.0,Viudo/a,0,Secundaria completa,Estudiante,Inactivo,3,6,4,Conjunto cerrado,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,2,1,2,0,0,10,0.0,0.0,0,Servicios,2.9,1,1,314371,0,1,1,36,Antioquia
2021,3,9360,111,5,Mujer,60.0,Divorciado/a,1,Secundaria completa,Desempleado,Desempleado,1,3,4,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,2,4,1,1,0,0,5,0.0,0.0,1,Comercio,3.39,1,1,351931,0,1,1,5,Antioquia
2021,9,2561,112,1,Mujer,43.0,Casado/a,0,Secundaria completa,Hogar,Ocupado,4,6,9,Apartamento,Propia,1,0.0,0,1,Red pública,Contributivo,2,3,0,0,1,0,3,51.0,724002.0,1,Comercio,0.72,1,0,450590,0,5,1,7,Caribe
2025,3,8859,113,1,Mujer,42.0,Casado/a,2,Secundaria completa,Empleado,Ocupado,4,5,3,Otro,Propia,1,0.0,0,1,Red pública,Subsidiado,4,5,1,1,0,0,5,54.0,344613.0,0,Servicios,1.49,1,0,325684,0,5,0,32,Antioquia
2024,7,7805,114,2,Mujer,58.0,Soltero/a,0,Secundaria completa,Empleado,Ocupado,5,3,7,Apartamento,Arrendada,1,1.0,1,1,Red pública,No afiliado,1,3,0,1,0,0,9,41.0,721962.0,0,Industria,1.62,1,0,473529,0,1,1,35,Bogotá
2023,12,8812,115,1,Mujer,43.0,Soltero/a,3,Secundaria completa,Estudiante,Inactivo,4,5,5,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,3,2,0,1,0,1,8,0.0,0.0,0,Servicios,5.35,0,1,291936,1,4,0,16,Antioquia
2025,4,7286,116,3,Hombre,61.0,Unión libre,1,,Estudiante,Inactivo,1,3,3,Apartamento,Arrendada,1,0.0,1,1,Red pública,Subsidiado,1,1,1,1,0,1,3,0.0,0.0,0,Servicios,3.44,1,0,58195,0,5,1,3,Centro
2024,8,8843,117,6,Hombre,43.0,Soltero/a,0,Universitaria,Desempleado,Desempleado,2,4,4,Casa,Propia,0,1.0,1,1,Red pública,Subsidiado,1,2,0,1,0,0,8,0.0,0.0,0,Gobierno,3.08,1,1,146945,0,1,1,45,Oriente
2021,2,1574,118,7,Mujer,51.0,Casado/a,3,Primaria incompleta,Empleado,Ocupado,2,4,2,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,2,4,1,1,0,1,5,40.0,331925.0,0,Industria,2.25,1,1,225245,1,5,1,31,Caribe
2025,8,5016,119,2,Hombre,66.0,Casado/a,2,Secundaria incompleta,Empleado,Ocupado,3,3,4,Apartamento,Propia,1,0.0,1,1,Red pública,Subsidiado,0,4,1,0,0,1,3,44.0,693501.0,0,Industria,2.71,1,0,504449,0,3,1,10,Caribe
2023,9,8227,120,6,Mujer,14.0,Casado/a,0,Secundaria completa,Empleado,Ocupado,3,4,4,Conjunto cerrado,Propia,1,0.0,0,1,Red pública,Contributivo,0,2,1,1,0,0,2,29.0,1892256.0,1,Tecnología,0.0,1,1,1024360,0,1,0,57,Antioquia
2024,8,5024,121,2,Hombre,64.0,Soltero/a,0,Universitaria,Estudiante,Inactivo,3,1,6,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,0,5,0,2,0,0,8,0.0,0.0,0,Comercio,1.7,0,1,196440,0,5,0,35,Caribe
2025,6,9722,122,4,Hombre,65.0,Casado/a,1,Primaria completa,Jubilado,Ocupado,2,7,1,Casa,Propia,1,0.0,0,1,Red pública,Subsidiado,1,2,0,2,0,0,4,30.0,564606.0,0,Industria,4.52,1,0,458934,0,2,0,13,Caribe
2021,10,1990,123,6,Mujer,36.0,Soltero/a,0,Secundaria completa,Desempleado,Desempleado,5,2,5,Apartamento,Propia,1,0.0,1,1,Red pública,Subsidiado,1,2,1,0,1,0,7,0.0,0.0,0,Servicios,3.23,1,1,121966,0,2,1,15,Caribe
2020,1,3120,124,3,Mujer,42.0,Soltero/a,1,Primaria completa,Empleado,Ocupado,1,4,6,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,3,2,1,0,0,0,1,46.0,539438.0,0,Industria,3.48,1,0,387868,0,5,1,33,Antioquia
2021,7,5964,125,2,Hombre,35.0,Casado/a,1,Primaria incompleta,Jubilado,Ocupado,1,6,3,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,0,2,0,0,0,0,4,28.0,425866.0,0,Servicios,1.97,1,0,468772,1,4,1,50,Caribe
2022,1,3441,126,2,Mujer,31.0,Casado/a,3,Universitaria,Cuenta propia,Ocupado,4,6,3,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,1,4,0,0,0,1,10,48.0,4144837.0,1,Gobierno,2.7,1,0,1989886,1,4,1,27,Caribe
2024,7,6877,127,1,Mujer,62.0,Casado/a,1,Universitaria,Empleado,Ocupado,2,7,5,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,1,3,0,0,0,0,1,47.0,1175204.0,0,Industria,5.67,0,0,656905,0,2,1,28,Oriente
2025,2,3520,128,2,Hombre,16.0,Casado/a,0,Secundaria incompleta,Desempleado,Desempleado,4,6,3,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,0,1,1,0,0,1,2,0.0,0.0,0,Tecnología,4.98,1,0,287083,0,5,0,28,Bogotá
2020,8,5408,129,6,Hombre,43.0,Soltero/a,2,Universitaria,Empleado,Ocupado,2,2,2,Apartamento,Arrendada,1,1.0,0,0,Red pública,Contributivo,1,2,0,0,0,1,10,47.0,1575915.0,0,Servicios,0.0,1,1,558079,0,3,0,8,Pacífico
2023,2,1951,130,6,Mujer,18.0,Soltero/a,1,Secundaria completa,Patrón,Ocupado,3,7,3,Casa,Propia,0,1.0,0,1,Red pública,No afiliado,2,3,1,0,0,1,2,35.0,1506224.0,0,Servicios,4.83,1,1,961585,0,5,1,38,Centro
2022,3,1964,131,2,Hombre,31.0,Soltero/a,1,Primaria incompleta,Hogar,Ocupado,5,3,7,Casa,Arrendada,1,1.0,1,1,Red pública,No afiliado,1,4,0,0,0,0,2,24.0,629789.0,0,Servicios,4.79,1,0,386681,0,3,0,23,Pacífico
2021,12,3134,132,2,Mujer,21.0,Casado/a,1,Secundaria incompleta,Patrón,Ocupado,2,6,4,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,2,4,0,1,1,0,9,37.0,704055.0,1,Servicios,4.18,1,0,476598,0,3,1,26,Bogotá
2020,3,5454,133,2,Hombre,42.0,Soltero/a,0,Técnica/Tecnológica,Estudiante,Inactivo,4,4,5,Apartamento,Propia,1,,1,0,Red pública,Contributivo,2,2,1,2,0,0,4,0.0,0.0,0,Servicios,2.51,1,0,152882,0,1,1,44,Bogotá
2022,1,9886,134,4,Hombre,49.0,Soltero/a,0,Secundaria incompleta,Jubilado,Ocupado,4,4,4,Casa,Arrendada,0,1.0,1,1,Red pública,Subsidiado,2,1,0,0,1,1,3,49.0,354037.0,0,Comercio,5.26,1,0,220231,0,1,1,36,Caribe
2025,5,3244,135,3,Mujer,60.0,Unión libre,2,Secundaria completa,Empleado,Ocupado,6,7,7,Conjunto cerrado,Arrendada,1,1.0,0,1,Red pública,Subsidiado,2,5,0,1,0,1,10,44.0,469631.0,1,Comercio,1.42,1,0,316492,0,2,1,21,Centro
2022,5,3803,136,7,Mujer,40.0,Soltero/a,2,Primaria completa,Desempleado,Desempleado,2,4,6,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,2,3,1,2,0,1,10,0.0,0.0,0,Industria,0.0,1,1,169993,1,5,1,24,Antioquia
2023,10,4911,137,6,Hombre,74.0,Soltero/a,1,Secundaria incompleta,Cuenta propia,Ocupado,3,4,3,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Subsidiado,1,4,1,1,0,0,3,57.0,889007.0,0,Servicios,0.83,1,1,505955,0,1,1,23,Caribe
2024,5,2408,138,4,Mujer,33.0,Casado/a,2,Técnica/Tecnológica,Empleado,Ocupado,2,4,4,Casa,Propia,1,1.0,0,0,Red pública,Contributivo,4,3,0,2,1,1,10,29.0,1717174.0,0,Industria,5.81,0,0,960044,0,3,0,45,Centro
2022,9,6237,139,7,Hombre,53.0,Soltero/a,1,Universitaria,Empleado,Ocupado,3,2,2,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,3,5,0,1,1,1,10,55.0,3780273.0,1,Tecnología,4.74,1,0,1875252,0,2,0,34,Bogotá
2025,6,5593,140,1,Hombre,64.0,Casado/a,2,Técnica/Tecnológica,Empleado,Ocupado,1,2,5,Casa,Propia,1,1.0,0,1,Red pública,No afiliado,1,1,1,0,0,1,3,28.0,638920.0,0,Comercio,0.0,0,0,343972,1,5,0,6,Pacífico
2025,6,9051,141,5,Mujer,34.0,Divorciado/a,3,Primaria incompleta,Desempleado,Desempleado,5,2,4,Casa,Familiar,1,1.0,1,1,Red pública,Contributivo,1,4,1,1,1,1,1,0.0,0.0,0,Agricultura,1.47,1,0,285498,0,3,0,24,Oriente
2021,3,9653,142,2,Mujer,50.0,Unión libre,0,Universitaria,Empleado,Ocupado,2,5,6,Casa,Arrendada,1,1.0,1,1,Otro,Subsidiado,1,1,0,2,0,0,6,30.0,,0,Comercio,3.9,0,0,1085722,0,5,1,34,Antioquia
2022,5,8663,143,6,Mujer,0.0,Soltero/a,1,Primaria completa,Empleado,Ocupado,6,4,6,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,0,2,0,1,1,0,10,51.0,516541.0,0,Servicios,5.42,1,0,335166,0,2,1,5,Pacífico
2021,10,8113,144,7,Mujer,60.0,Soltero/a,0,Técnica/Tecnológica,Empleado,Ocupado,3,3,3,Apartamento,Arrendada,1,0.0,1,1,Red pública,Contributivo,2,5,0,1,0,1,3,61.0,638156.0,0,Comercio,3.54,1,0,400442,0,3,0,25,Bogotá
2021,7,9142,145,1,Hombre,26.0,Casado/a,0,Técnica/Tecnológica,Empleado,Ocupado,2,5,1,Apartamento,Familiar,1,1.0,0,1,Red pública,Contributivo,1,5,1,1,0,0,7,42.0,1223641.0,1,Servicios,3.92,1,0,765624,1,5,0,68,Antioquia
2020,3,7377,146,6,Mujer,67.0,Soltero/a,0,Secundaria completa,Hogar,Ocupado,3,5,4,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,2,1,0,1,1,0,6,49.0,1499596.0,0,Industria,0.0,1,0,740816,0,1,0,14,Pacífico
2023,2,9608,147,5,Hombre,40.0,Soltero/a,2,Secundaria completa,Empleado,Ocupado,1,6,6,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,0,2,1,1,0,1,5,25.0,949128.0,0,Comercio,4.37,0,0,587243,0,4,0,51,Caribe
2023,5,6601,148,7,Mujer,57.0,Casado/a,1,Primaria completa,Cuenta propia,Ocupado,4,3,5,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,3,2,1,1,0,1,3,31.0,862832.0,0,Industria,1.28,1,0,494763,0,2,1,45,Caribe
2020,3,2388,149,2,Mujer,30.0,Soltero/a,1,Posgrado,Empleado,Ocupado,4,6,8,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,3,1,1,0,0,1,9,51.0,3114227.0,0,Agricultura,3.66,1,0,1519291,0,3,1,16,Bogotá
2021,5,7296,150,6,Mujer,94.0,Unión libre,0,Primaria incompleta,Empleado,Ocupado,4,2,3,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,4,0,2,0,0,8,44.0,395677.0,0,Comercio,5.23,1,0,307872,0,4,0,38,Antioquia
2025,9,5367,151,2,Mujer,43.0,Soltero/a,2,Universitaria,Patrón,Ocupado,3,1,3,Casa,Propia,1,1.0,1,1,Otro,Subsidiado,3,5,0,3,0,1,3,36.0,2032310.0,0,Servicios,2.13,0,1,946160,0,1,1,33,Caribe
2021,11,4978,152,5,Mujer,80.0,Soltero/a,2,Secundaria incompleta,Cuenta propia,Ocupado,2,5,5,Casa,Propia,1,1.0,0,1,Red pública,Otro,1,5,1,1,0,0,10,60.0,672751.0,0,Industria,0.0,0,0,581049,0,3,1,9,Bogotá
2020,10,5490,153,4,Hombre,40.0,Casado/a,1,Secundaria completa,Desempleado,Desempleado,6,5,4,Casa,Ocupada,1,1.0,0,1,Red pública,Contributivo,2,5,1,0,0,0,4,0.0,0.0,0,Agricultura,1.1,1,0,417167,0,5,1,34,Bogotá
2022,1,1852,154,7,Hombre,34.0,Soltero/a,0,Técnica/Tecnológica,Empleado,Ocupado,3,6,3,Casa,Propia,1,0.0,0,1,Red pública,Contributivo,4,3,1,0,1,1,4,46.0,2854131.0,1,Tecnología,0.08,1,0,1401636,1,2,1,33,Centro
2025,4,7377,155,5,Mujer,52.0,Casado/a,1,Universitaria,Cuenta propia,Ocupado,5,8,3,Rural,Ocupada,0,1.0,1,1,Red pública,Subsidiado,3,2,1,0,0,0,4,31.0,1927459.0,0,Industria,3.03,1,1,1056596,1,5,1,40,Caribe
2021,10,7501,156,5,Mujer,61.0,Soltero/a,3,Técnica/Tecnológica,Jubilado,Ocupado,2,9,5,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,4,5,0,3,0,0,5,45.0,1687054.0,0,Servicios,1.58,1,0,973032,0,2,1,54,Centro
2023,5,9114,157,6,Hombre,56.0,Casado/a,1,Primaria completa,Desempleado,Desempleado,3,2,3,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Contributivo,3,3,1,1,0,1,3,0.0,0.0,0,Comercio,4.85,1,0,56254,0,4,1,2,Pacífico
2024,2,9428,158,7,Mujer,50.0,Casado/a,0,Secundaria completa,Desempleado,Desempleado,4,6,5,Apartamento,Familiar,1,1.0,1,1,Red pública,Contributivo,2,1,0,2,1,1,10,0.0,0.0,1,Agricultura,3.66,1,0,171128,0,4,0,1,Pacífico
2021,12,2056,159,3,Mujer,41.0,Casado/a,4,Técnica/Tecnológica,Hogar,Ocupado,1,6,4,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,1,1,1,1,0,1,8,42.0,717303.0,1,Tecnología,3.25,0,1,522589,1,4,1,57,Centro
2024,2,3260,160,2,Mujer,55.0,Soltero/a,1,Posgrado,Desempleado,Desempleado,5,4,3,Apartamento,Propia,1,,0,1,Red pública,Contributivo,0,3,1,1,0,0,1,0.0,0.0,0,Comercio,0.74,1,0,186085,0,2,0,16,Antioquia
2022,1,1908,161,7,Mujer,47.0,Casado/a,1,Secundaria completa,Desempleado,Desempleado,3,4,4,Apartamento,Arrendada,1,1.0,1,1,Red pública,Subsidiado,5,3,1,0,0,1,5,0.0,0.0,1,Comercio,6.31,1,0,245351,0,2,1,48,Caribe
2023,8,1449,162,6,Mujer,38.0,Casado/a,2,Secundaria incompleta,Estudiante,Inactivo,4,7,4,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,2,0,0,0,1,1,0.0,0.0,0,Servicios,1.01,1,1,381825,1,2,0,23,Bogotá
2023,2,1568,163,2,Mujer,38.0,Soltero/a,3,Secundaria incompleta,Desempleado,Desempleado,4,4,3,Apartamento,Ocupada,1,0.0,0,1,Red pública,Subsidiado,4,2,0,2,0,0,1,0.0,0.0,0,Comercio,2.77,0,1,296841,0,5,1,36,Antioquia
2023,3,4498,164,4,Hombre,65.0,Unión libre,4,Universitaria,Desempleado,Desempleado,4,6,6,Conjunto cerrado,Familiar,1,0.0,1,1,Red pública,Contributivo,3,4,1,1,0,1,7,0.0,0.0,0,Comercio,3.11,1,1,205256,1,4,0,11,Antioquia
2020,12,6870,165,7,Mujer,18.0,Viudo/a,1,Primaria completa,Empleado,Ocupado,2,3,9,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,1,5,1,1,0,1,10,55.0,668007.0,0,Servicios,3.57,0,0,282106,0,5,0,52,Centro
2024,2,2308,166,4,Mujer,55.0,Soltero/a,1,Técnica/Tecnológica,Empleado,Ocupado,3,3,3,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,3,0,1,0,0,1,50.0,1029576.0,0,Industria,2.95,1,1,448543,0,2,1,50,Pacífico
2022,4,1717,167,3,Hombre,53.0,Casado/a,1,Universitaria,Cuenta propia,Ocupado,4,3,2,Rural,Arrendada,1,1.0,0,1,Red pública,No afiliado,3,3,1,2,1,0,1,39.0,,0,Industria,0.0,1,0,1313000,0,4,0,25,Bogotá
2021,1,4345,168,3,Mujer,78.0,Soltero/a,2,Universitaria,Estudiante,Inactivo,1,4,5,Casa,Propia,0,1.0,1,1,Red pública,No afiliado,1,4,0,1,0,0,10,0.0,0.0,1,Servicios,3.48,1,0,126864,0,2,0,23,Bogotá
2020,3,8214,169,3,Hombre,0.0,Soltero/a,2,Primaria completa,Cuenta propia,Ocupado,4,5,4,Casa,Propia,0,1.0,0,1,Red pública,Contributivo,2,3,0,0,0,1,2,25.0,409376.0,1,Comercio,5.24,0,0,291192,0,2,0,51,Oriente
2023,5,8682,170,4,Mujer,14.0,Soltero/a,0,Universitaria,Empleado,Ocupado,2,4,3,Rural,Arrendada,1,0.0,0,1,Red pública,Contributivo,3,1,0,1,0,0,3,,3206757.0,0,Servicios,1.3,1,0,1544663,0,2,0,47,Oriente
2023,10,3718,171,5,Hombre,25.0,Casado/a,1,Universitaria,Cuenta propia,Ocupado,2,4,4,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,1,5,0,0,0,0,10,11.0,2408571.0,0,Comercio,3.03,0,0,1167819,0,2,1,39,Bogotá
2020,1,2455,172,6,Hombre,29.0,Soltero/a,2,Universitaria,Desempleado,Desempleado,2,2,2,Conjunto cerrado,Ocupada,1,1.0,0,1,Red pública,Contributivo,1,2,0,1,1,0,4,0.0,0.0,0,Servicios,0.88,1,1,289777,0,4,1,27,Pacífico
2023,4,8297,173,2,Mujer,56.0,Casado/a,1,Técnica/Tecnológica,Empleado,Ocupado,6,5,4,Apartamento,Propia,1,0.0,0,1,Red pública,Subsidiado,2,5,0,0,0,0,10,39.0,461124.0,0,Servicios,0.52,1,1,462487,0,3,1,29,Pacífico
2021,6,8035,174,2,Mujer,17.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,4,5,3,Casa,Arrendada,1,1.0,0,1,Red pública,Otro,2,2,0,1,0,1,8,43.0,773979.0,0,Comercio,1.85,1,0,509082,1,5,1,23,Bogotá
2023,4,5230,175,6,Hombre,35.0,Casado/a,0,Universitaria,Cuenta propia,Ocupado,6,4,7,Apartamento,Propia,1,0.0,0,1,Red pública,No afiliado,2,1,0,2,0,0,10,44.0,2906198.0,0,Gobierno,2.08,1,1,1321184,0,5,1,32,Bogotá
2021,7,1531,176,1,Hombre,28.0,Divorciado/a,1,Secundaria completa,Empleado,Ocupado,1,6,4,Casa,Familiar,1,1.0,1,0,Red pública,Contributivo,1,4,0,1,0,1,5,35.0,629591.0,1,Servicios,2.81,1,0,472486,0,4,1,38,Bogotá
2024,7,3267,177,4,Mujer,35.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,6,4,3,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,2,1,0,3,0,1,3,43.0,1113601.0,0,Servicios,1.89,1,1,618558,0,4,1,12,Antioquia
2022,6,1332,178,4,Mujer,64.0,Casado/a,1,Secundaria completa,Estudiante,Inactivo,2,2,3,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,2,5,1,0,0,0,6,0.0,0.0,0,Comercio,1.08,1,0,107561,0,5,1,36,Antioquia
2025,9,6249,179,3,Mujer,50.0,Unión libre,1,Técnica/Tecnológica,Cuenta propia,Ocupado,1,3,7,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,0,4,1,0,0,0,5,37.0,359570.0,0,Industria,3.75,1,0,389164,1,5,0,56,Bogotá
2020,2,8199,180,7,Mujer,30.0,Soltero/a,1,Secundaria completa,Empleado,Ocupado,2,2,4,Conjunto cerrado,Arrendada,1,1.0,1,0,Red pública,Contributivo,2,1,1,1,0,1,5,41.0,757660.0,0,Comercio,1.58,0,0,363745,0,5,1,58,Pacífico
2022,10,6721,181,7,Hombre,17.0,Casado/a,1,Técnica/Tecnológica,Patrón,Ocupado,2,1,3,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,4,5,1,0,0,1,5,26.0,756770.0,0,Gobierno,4.2,1,1,545907,1,3,0,30,Centro
2020,8,9012,182,6,Mujer,49.0,Casado/a,0,Posgrado,Empleado,Ocupado,4,2,4,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,5,1,1,0,0,1,1,18.0,3175592.0,1,Industria,0.81,0,1,1545739,0,1,1,39,Caribe
2025,8,8928,183,1,Hombre,29.0,Casado/a,0,Secundaria incompleta,Empleado,Ocupado,4,3,7,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,4,3,1,2,0,1,3,48.0,1236599.0,0,Tecnología,1.56,1,0,717691,0,5,1,38,Centro
2025,11,7500,184,1,Mujer,35.0,Soltero/a,1,Posgrado,Empleado,Ocupado,2,5,3,Apartamento,Arrendada,0,1.0,0,1,Red pública,Contributivo,2,4,0,1,0,0,7,33.0,3232631.0,0,Comercio,0.0,1,0,1560302,0,1,0,31,Centro
2021,10,1400,185,4,Hombre,36.0,Soltero/a,2,Primaria incompleta,Empleado,Ocupado,2,5,2,Apartamento,Propia,1,0.0,1,1,Red pública,Otro,1,4,0,0,0,1,6,57.0,278200.0,0,Tecnología,1.19,1,0,183070,0,3,0,13,Centro
2023,11,8039,186,3,Mujer,59.0,Soltero/a,0,Secundaria completa,Empleado,Ocupado,2,7,3,Casa,Propia,0,1.0,1,1,Red pública,Contributivo,2,3,1,1,0,0,9,41.0,1030129.0,1,Comercio,3.52,1,0,554124,0,4,1,21,Oriente
2024,4,4991,187,2,Hombre,34.0,Unión libre,1,Universitaria,Hogar,Ocupado,6,2,4,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,5,5,1,0,0,1,1,36.0,1800364.0,0,Servicios,1.33,0,0,978903,0,5,0,45,Bogotá
2023,6,2057,188,3,Hombre,33.0,Casado/a,2,Primaria completa,Empleado,Ocupado,2,4,3,Casa,Familiar,1,1.0,0,1,Red pública,No afiliado,0,4,1,1,1,1,2,40.0,386007.0,0,Gobierno,1.22,0,0,211866,0,5,0,6,Antioquia
2023,11,8933,189,2,Hombre,24.0,Soltero/a,1,Posgrado,Hogar,Ocupado,4,2,8,Apartamento,Ocupada,1,1.0,1,1,Red pública,Contributivo,2,5,0,0,0,1,6,42.0,5429414.0,0,Servicios,2.35,1,1,2584203,0,1,0,41,Bogotá
2021,6,3993,190,7,Hombre,27.0,Casado/a,1,Universitaria,Cuenta propia,Ocupado,2,2,4,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,4,0,0,0,0,7,52.0,1981918.0,0,Servicios,6.2,1,0,1106028,1,1,1,58,Bogotá
2020,5,9233,191,4,Hombre,56.0,Divorciado/a,1,Universitaria,Empleado,Ocupado,4,9,6,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,3,2,0,0,1,0,6,58.0,2537067.0,0,Servicios,2.31,1,0,1321428,0,3,1,57,Bogotá
2025,1,1026,192,3,Otro,40.0,Unión libre,0,Secundaria completa,Jubilado,Ocupado,3,3,3,Rural,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,2,1,2,0,1,9,36.0,879008.0,0,Servicios,1.46,0,0,393906,0,3,0,37,Bogotá
